,number,value,datetime_start,datetime_complete,duration,params_affinity,params_agglo_metric,params_agglo_n,params_alpha,params_assign_lables,params_clusterer,params_coef0,params_degree,params_eigen_solver,params_epsilon,params_hdbscan_algo,params_hdbscan_leaf_size,params_hdbscan_method,params_hdbscan_metric,params_hdbscan_n,params_kmeans_algo,params_kmeans_init,params_kmeans_n,params_kmeans_n_init,params_kmeans_tol,params_linkage,params_max_eps,params_min_dist,params_min_samples,params_n_oversamples,params_normalizer,params_optics_algo,params_optics_leaf_size,params_optics_method,params_optics_metric,params_optics_n,params_p,params_pca_n,params_pca_tol,params_perplexity,params_reducer,params_solver,params_spec_cluster,params_spec_gamma,params_spec_n,params_spec_n_init,params_spec_n_neighbors,params_tightness,params_tsne_init,params_tsne_lr,params_tsne_method,params_tsne_metric,params_tsne_n,params_umap_metric,params_umap_n,params_umap_n_neighbors,params_whiten,params_xi,state
283,283,0.8833523614567398,2024-05-01 06:00:37.731918,2024-05-01 06:00:37.950015,0 days 00:00:00.218097,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.514350078501396,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
284,284,0.9516454913654608,2024-05-01 06:00:37.950786,2024-05-01 06:00:38.166922,0 days 00:00:00.216136,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,7.030764911914464,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
285,285,-1.0,2024-05-01 06:00:38.167775,2024-05-01 06:00:38.326924,0 days 00:00:00.159149,nearest_neighbors,,,,cluster_qr,Spectral,82.29797830271494,2.0,amg,,,,,,,,,,,,,,,,2.0,LU,,,,,,,3.0,7.112679581974746,,PCA,randomized,2.0,2.6,6.0,17.0,117.0,,,,,,,,,,False,,COMPLETE
286,286,0.903125576250099,2024-05-01 06:00:38.327764,2024-05-01 06:00:38.553375,0 days 00:00:00.225611,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,6.945196075371512,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
287,287,0.931144213141198,2024-05-01 06:00:38.554203,2024-05-01 06:00:38.786917,0 days 00:00:00.232714,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,1.0,LU,,,,,,,2.0,6.412399147097657,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
288,288,0.6075599789619446,2024-05-01 06:00:38.790765,2024-05-01 06:00:45.413005,0 days 00:00:06.622240,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,,,,,,,,,,,42.133491116294834,t-SNE,,,,,,,10.686820776816829,pca,70.0,barnes_hut,l1,1.0,,,,,,COMPLETE
289,289,0.9516470634351011,2024-05-01 06:00:45.413820,2024-05-01 06:00:45.612194,0 days 00:00:00.198374,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,3.0,6.697817299511454,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
290,290,0.9027885185953334,2024-05-01 06:00:45.612977,2024-05-01 06:00:45.863919,0 days 00:00:00.250942,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,LU,,,,,,,3.0,6.598826902541419,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
291,291,0.9516470634351011,2024-05-01 06:00:45.864717,2024-05-01 06:00:46.075451,0 days 00:00:00.210734,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,3.0,7.1770579543179736,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
292,292,0.9516470634351011,2024-05-01 06:00:46.076273,2024-05-01 06:00:46.293176,0 days 00:00:00.216903,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,3.0,6.78611058381881,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
293,293,-1.0,2024-05-01 06:00:46.293964,2024-05-01 06:00:46.409652,0 days 00:00:00.115688,,,,9.4,,HDBSCAN,,,,4.0,brute,80.0,eom,cosine,102.0,,,,,,,,,180.0,2.0,none,,,,,,,3.0,6.788046909899576,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
294,294,0.9027885185953454,2024-05-01 06:00:46.410358,2024-05-01 06:00:46.631421,0 days 00:00:00.221063,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,3.0,7.244908025903408,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE
295,295,0.9516470634351011,2024-05-01 06:00:46.632447,2024-05-01 06:00:46.845475,0 days 00:00:00.213028,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,3.0,6.71618089410898,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
296,296,0.903125576250099,2024-05-01 06:00:46.846506,2024-05-01 06:00:47.065200,0 days 00:00:00.218694,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,6.7096960524617355,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
297,297,0.9516470634351011,2024-05-01 06:00:47.066235,2024-05-01 06:00:47.301383,0 days 00:00:00.235148,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,3.0,7.0064836433256525,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
298,298,0.9516411415105895,2024-05-01 06:00:47.302399,2024-05-01 06:00:47.554883,0 days 00:00:00.252484,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,16.0,6.990625537289493,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
299,299,0.9516384601598673,2024-05-01 06:00:47.555701,2024-05-01 06:00:47.866971,0 days 00:00:00.311270,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,7.080199756434065,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
300,300,0.9516384601598673,2024-05-01 06:00:47.867822,2024-05-01 06:00:48.160262,0 days 00:00:00.292440,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.988430327066783,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
301,301,0.9031105263318425,2024-05-01 06:00:48.161312,2024-05-01 06:00:48.482403,0 days 00:00:00.321091,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.985644829472029,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
302,302,0.9516400754974011,2024-05-01 06:00:48.483261,2024-05-01 06:00:48.794953,0 days 00:00:00.311692,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.8466588816982235,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
303,303,0.9516400754974011,2024-05-01 06:00:48.796662,2024-05-01 06:00:49.088380,0 days 00:00:00.291718,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.560661281444938,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
304,304,0.9516400756107257,2024-05-01 06:00:49.089418,2024-05-01 06:00:49.370141,0 days 00:00:00.280723,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,6.519188122519983,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
305,305,-1.0,2024-05-01 06:00:49.371135,2024-05-01 06:01:01.012917,0 days 00:00:11.641782,,,,,,OPTICS,,,,,,,,,,,,,,,,10.0,0.30000000000000004,,,,auto,35.0,xi,manhattan,217.0,9.0,,,,UMAP,,,,,,,,,,,,,dice,12.0,87.0,,0.55,COMPLETE
306,306,0.19653901413943095,2024-05-01 06:01:01.013564,2024-05-01 06:01:01.251879,0 days 00:00:00.238315,,,,,,KMeans,,,,,,,,,,elkan,random,20.0,6.0,0.01,,,,,3.0,none,,,,,,,17.0,6.470218191654098,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
307,307,0.903113007747847,2024-05-01 06:01:01.252716,2024-05-01 06:01:01.541558,0 days 00:00:00.288842,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,6.7901523111435855,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
308,308,0.9313244890645854,2024-05-01 06:01:01.542521,2024-05-01 06:01:01.816419,0 days 00:00:00.273898,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,16.0,6.610590109765918,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
309,309,0.9409824985352865,2024-05-01 06:01:01.817239,2024-05-01 06:01:02.077905,0 days 00:00:00.260666,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,18.0,6.976271639331359,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
310,310,0.903106909776608,2024-05-01 06:01:02.078753,2024-05-01 06:01:02.355391,0 days 00:00:00.276638,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.256690957029565,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
311,311,0.5571108250301084,2024-05-01 06:01:02.356448,2024-05-01 06:01:02.616420,0 days 00:00:00.259972,,euclidean,15.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,16.0,6.824391973958313,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE
312,312,0.21897302567958832,2024-05-01 06:01:02.617479,2024-05-01 06:04:17.767800,0 days 00:03:15.150321,,euclidean,4.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,,,,,,,,,,,36.5183549789294,t-SNE,,,,,,,7.747067917234845,random,30.0,exact,hamming,10.0,,,,,,COMPLETE
313,313,0.9516400756107257,2024-05-01 06:04:17.768903,2024-05-01 06:04:18.015836,0 days 00:00:00.246933,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,6.422372159518151,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
314,314,-1.0,2024-05-01 06:04:18.016848,2024-05-01 06:04:18.142261,0 days 00:00:00.125413,precomputed_nearest_neighbors,,,,discretize,Spectral,65.03589078979462,3.0,arpack,,,,,,,,,,,,,,,,3.0,none,,,,,,,19.0,6.429210307716001,,PCA,randomized,5.0,6.1,17.0,13.0,397.0,,,,,,,,,,False,,COMPLETE
315,315,0.9516400756107257,2024-05-01 06:04:18.143101,2024-05-01 06:04:18.443392,0 days 00:00:00.300291,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,7.097892434623397,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
316,316,0.931318742603618,2024-05-01 06:04:18.444422,2024-05-01 06:04:18.690718,0 days 00:00:00.246296,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,3.0,none,,,,,,,17.0,7.068859619297755,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
317,317,0.6793404706902774,2024-05-01 06:04:18.691826,2024-05-01 06:04:19.018794,0 days 00:00:00.326968,,euclidean,9.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,6.5369287235624265,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
318,318,0.9516384603251191,2024-05-01 06:04:19.019619,2024-05-01 06:04:19.339833,0 days 00:00:00.320214,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,16.0,6.714780605151835,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
319,319,0.9031069101721442,2024-05-01 06:04:19.340670,2024-05-01 06:04:19.671119,0 days 00:00:00.330449,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,16.0,7.138865372447167,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
320,320,0.5768961181177782,2024-05-01 06:04:19.672193,2024-05-01 06:04:20.038693,0 days 00:00:00.366500,,,,5.8,,HDBSCAN,,,,5.1000000000000005,ball_tree,10.0,leaf,braycurtis,292.0,,,,,,,,,76.0,3.0,none,,,,,,,17.0,6.863745692594854,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
321,321,0.9313244892414259,2024-05-01 06:04:20.039829,2024-05-01 06:04:20.323602,0 days 00:00:00.283773,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,15.0,6.267344935160124,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
322,322,0.9516384601598673,2024-05-01 06:04:20.324698,2024-05-01 06:04:20.583291,0 days 00:00:00.258593,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.795124788451062,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
323,323,0.9031105265837848,2024-05-01 06:04:20.584084,2024-05-01 06:04:20.866547,0 days 00:00:00.282463,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,6.702109171519016,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
324,324,0.9516384601598673,2024-05-01 06:04:20.867424,2024-05-01 06:04:21.118970,0 days 00:00:00.251546,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.952595476410969,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
325,325,0.9516400754974011,2024-05-01 06:04:21.120011,2024-05-01 06:04:21.381445,0 days 00:00:00.261434,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.4721513049825,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
326,326,0.9313114633961626,2024-05-01 06:04:21.382266,2024-05-01 06:04:21.657020,0 days 00:00:00.274754,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,19.0,6.925890769029241,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
327,327,0.903106909776608,2024-05-01 06:04:21.658046,2024-05-01 06:04:21.946310,0 days 00:00:00.288264,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.416543970961702,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
328,328,0.9516400754974011,2024-05-01 06:04:21.947113,2024-05-01 06:04:22.239465,0 days 00:00:00.292352,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.7916101770697175,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
329,329,0.8978960616588052,2024-05-01 06:04:22.240270,2024-05-01 06:04:22.495388,0 days 00:00:00.255118,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.726870124261543,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
330,330,0.2699195146560669,2024-05-01 06:04:22.496183,2024-05-01 06:04:33.830725,0 days 00:00:11.334542,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,0.55,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,jaccard,18.0,157.0,,,COMPLETE
331,331,0.9031069101721442,2024-05-01 06:04:33.831542,2024-05-01 06:04:34.098573,0 days 00:00:00.267031,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,16.0,6.228092215510197,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
332,332,-1.0,2024-05-01 06:04:34.101045,2024-05-01 06:04:35.539229,0 days 00:00:01.438184,,,,,,OPTICS,,,,,,,,,,,,,,,,inf,,,2.0,none,ball_tree,20.0,xi,sokalmichener,77.0,,18.0,6.468296819923399,,PCA,randomized,,,,,,,,,,,,,,,False,0.8,COMPLETE
333,333,0.9516384601598673,2024-05-01 06:04:35.539873,2024-05-01 06:04:35.851233,0 days 00:00:00.311360,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.920620924656739,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
334,334,0.9516400756107257,2024-05-01 06:04:35.852070,2024-05-01 06:04:36.131063,0 days 00:00:00.278993,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,6.928047404772187,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
335,335,0.597064755371399,2024-05-01 06:04:36.132203,2024-05-01 06:04:36.428595,0 days 00:00:00.296392,,cosine,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,6.99831132568997,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
336,336,0.554575609592947,2024-05-01 06:04:36.429643,2024-05-01 06:04:36.583422,0 days 00:00:00.153779,,,,,,KMeans,,,,,,,,,,lloyd,k-means++,15.0,,0.0001,,,,,3.0,none,,,,,,,17.0,6.921184558479628,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
337,337,0.07644852250814438,2024-05-01 06:04:36.584603,2024-05-01 06:08:10.928646,0 days 00:03:34.344043,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,,,,,,,,,,,11.295003595214425,t-SNE,,,,,,,13.907738856756568,random,45.0,exact,sqeuclidean,16.0,,,,,,COMPLETE
338,338,0.9516406481139925,2024-05-01 06:08:10.929456,2024-05-01 06:08:11.188554,0 days 00:00:00.259098,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.216478766234719,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
339,339,0.9516406481139925,2024-05-01 06:08:11.189606,2024-05-01 06:08:11.445623,0 days 00:00:00.256017,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.181934154545005,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
340,340,0.9279535743016021,2024-05-01 06:08:11.446654,2024-05-01 06:08:11.750102,0 days 00:00:00.303448,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,4.0,none,,,,,,,19.0,7.24730395835889,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
341,341,0.9516406481139925,2024-05-01 06:08:11.751166,2024-05-01 06:08:12.052359,0 days 00:00:00.301193,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.130365128653121,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
342,342,0.9313210964053721,2024-05-01 06:08:12.053456,2024-05-01 06:08:12.383071,0 days 00:00:00.329615,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,3.0,none,,,,,,,18.0,7.132453426659169,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
343,343,0.19969741006795816,2024-05-01 06:08:12.383879,2024-05-01 06:08:16.037095,0 days 00:00:03.653216,rbf,,,,kmeans,Spectral,38.47902164374573,1.0,lobpcg,,,,,,,,,,,,,,,,4.0,none,,,,,,,18.0,7.071192159830679,,PCA,randomized,18.0,8.1,9.0,12.0,67.0,,,,,,,,,,False,,COMPLETE
344,344,0.9516400756107257,2024-05-01 06:08:16.038140,2024-05-01 06:08:16.307024,0 days 00:00:00.268884,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,7.29270701007239,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
345,345,0.9516406481139925,2024-05-01 06:08:16.308065,2024-05-01 06:08:16.567213,0 days 00:00:00.259148,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.288176731267845,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
346,346,0.8752634580191535,2024-05-01 06:08:16.568210,2024-05-01 06:08:16.853654,0 days 00:00:00.285444,,euclidean,4.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.2975694837865515,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
347,347,0.903113007747847,2024-05-01 06:08:16.854452,2024-05-01 06:08:17.122075,0 days 00:00:00.267623,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.2849382722612726,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
348,348,0.9313114633961626,2024-05-01 06:08:17.123164,2024-05-01 06:08:17.476944,0 days 00:00:00.353780,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,19.0,7.123945506772253,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
349,349,0.6538397927687215,2024-05-01 06:08:17.478041,2024-05-01 06:08:17.767999,0 days 00:00:00.289958,,euclidean,10.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,16.0,7.252121889321497,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
350,350,-1.0,2024-05-01 06:08:17.768786,2024-05-01 06:08:18.050055,0 days 00:00:00.281269,,,,2.2,,HDBSCAN,,,,7.300000000000001,auto,65.0,leaf,cityblock,432.0,,,,,,,,,122.0,3.0,none,,,,,,,18.0,6.819351236487887,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
351,351,0.9516393467041664,2024-05-01 06:08:18.050919,2024-05-01 06:08:18.282290,0 days 00:00:00.231371,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,19.0,6.542549264565294,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
352,352,0.883520689871585,2024-05-01 06:08:18.283128,2024-05-01 06:08:18.546262,0 days 00:00:00.263134,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,19.0,6.560144782860481,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
353,353,0.931311463780002,2024-05-01 06:08:18.547071,2024-05-01 06:08:18.845570,0 days 00:00:00.298499,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,18.0,7.063984967350629,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
354,354,0.3769861161708832,2024-05-01 06:08:18.846357,2024-05-01 06:08:29.319757,0 days 00:00:10.473400,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,0.8500000000000001,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,cosine,9.0,322.0,,,COMPLETE
355,355,0.9516393466577223,2024-05-01 06:08:29.320859,2024-05-01 06:08:29.574502,0 days 00:00:00.253643,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,20.0,7.35377660481311,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
356,356,0.7023505867265535,2024-05-01 06:08:29.575580,2024-05-01 06:08:29.877433,0 days 00:00:00.301853,,euclidean,7.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,19.0,7.332678398304226,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
357,357,0.9031093834900557,2024-05-01 06:08:29.878447,2024-05-01 06:08:30.188182,0 days 00:00:00.309735,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,20.0,7.305497832156314,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
358,358,0.9313114633961626,2024-05-01 06:08:30.189233,2024-05-01 06:08:30.478958,0 days 00:00:00.289725,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,19.0,6.5673744211658445,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
359,359,0.9516384606899491,2024-05-01 06:08:30.480058,2024-05-01 06:08:30.733053,0 days 00:00:00.252995,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,15.0,7.135373724661654,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
360,360,0.903106911034047,2024-05-01 06:08:30.733908,2024-05-01 06:08:31.020663,0 days 00:00:00.286755,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,15.0,6.417829678919796,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
361,361,-1.0,2024-05-01 06:08:31.021490,2024-05-01 06:08:42.946117,0 days 00:00:11.924627,,,,,,OPTICS,,,,,,,,,,,,,,,,1000.0,,,,,kd_tree,90.0,dbscan,russellrao,367.0,,,,44.53234216982232,t-SNE,,,,,,,17.03364640638129,pca,90.0,barnes_hut,sokalsneath,2.0,,,,,0.35000000000000003,COMPLETE
362,362,0.9313129838432099,2024-05-01 06:08:42.946793,2024-05-01 06:08:43.170383,0 days 00:00:00.223590,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,20.0,6.806203692031218,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
363,363,0.5867024370131124,2024-05-01 06:08:43.171487,2024-05-01 06:08:43.340527,0 days 00:00:00.169040,,,,,,KMeans,,,,,,,,,,elkan,k-means++,8.0,,0.001,,,,,3.0,none,,,,,,,18.0,7.37753630858857,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
364,364,0.951499513513284,2024-05-01 06:08:43.341631,2024-05-01 06:08:43.584248,0 days 00:00:00.242617,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,16.0,6.71989896528032,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE
365,365,0.1369863586974801,2024-05-01 06:08:43.585285,2024-05-01 06:08:43.828957,0 days 00:00:00.243672,,cosine,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.168120476920693,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
366,366,0.9313129838432099,2024-05-01 06:08:43.829972,2024-05-01 06:08:44.132785,0 days 00:00:00.302813,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,20.0,6.95257772207546,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
367,367,0.7915381791180314,2024-05-01 06:08:44.133891,2024-05-01 06:08:44.415098,0 days 00:00:00.281207,,euclidean,5.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,18.0,6.427557770820522,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
368,368,0.9409824986650555,2024-05-01 06:08:44.416174,2024-05-01 06:08:44.687447,0 days 00:00:00.271273,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,3.0,none,,,,,,,17.0,6.61961125067034,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE
